in:VertDyn,in:HghtMstr,in:Prog,out:# Woningen,out:PP Balans,out:AllGalPosPPB,out:PB_E1A,out:PB_E1B,out:PB_E1C,out:PB_E2A,out:PB_E2B,out:PB_E2C,out:PB_P1,img
3,6,6,825,173,-22,195,True,-30,False,8,35,-39,60,55,80,-26,VertDyn3_HghtMstr6_Prog6_Birdseye_AL3.png
4,6,6,900,125,-37,162,True,-45,False,8,35,-54,60,37,65,-26,VertDyn4_HghtMstr6_Prog6_Birdseye_AL3.png
2,7,6,884,70,-107,177,False,-77,False,-30,19,-65,33,48,96,-31,VertDyn2_HghtMstr7_Prog6_Birdseye_AL3.png
3,7,6,908,54,-107,161,False,-77,False,-30,19,-65,33,48,80,-31,VertDyn3_HghtMstr7_Prog6_Birdseye_AL3.png
4,7,6,998,-11,-106,95,False,-77,False,-29,19,-65,2,28,65,-31,VertDyn4_HghtMstr7_Prog6_Birdseye_AL3.png
2,6,7,743,199,-40,239,False,-40,False,0,30,-44,85,66,88,-26,VertDyn2_HghtMstr6_Prog7_Birdseye_AL3.png
3,6,7,834,140,-40,180,False,-40,False,0,30,-44,58,49,73,-26,VertDyn3_HghtMstr6_Prog7_Birdseye_AL3.png
4,6,7,908,91,-57,148,False,-57,False,0,30,-61,58,31,59,-26,VertDyn4_HghtMstr6_Prog7_Birdseye_AL3.png
2,7,7,889,105,-90,195,False,-70,False,-20,17,-61,58,49,88,-26,VertDyn2_HghtMstr7_Prog7_Birdseye_AL3.png
3,7,7,911,90,-90,180,False,-70,False,-20,17,-61,58,49,73,-26,VertDyn3_HghtMstr7_Prog7_Birdseye_AL3.png
4,7,7,1000,32,-90,122,False,-70,False,-20,17,-61,32,31,59,-26,VertDyn4_HghtMstr7_Prog7_Birdseye_AL3.png
2,6,8,793,-103,-40,-63,False,-44,False,4,33,-46,-134,25,46,-31,VertDyn2_HghtMstr6_Prog8_Birdseye_AL3.png
3,6,8,889,-176,-38,-138,False,-43,False,5,34,-46,-169,4,27,-31,VertDyn3_HghtMstr6_Prog8_Birdseye_AL3.png
4,6,8,964,-229,-53,-176,False,-60,False,7,34,-63,-169,-16,9,-31,VertDyn4_HghtMstr6_Prog8_Birdseye_AL3.png
2,7,8,945,-215,-96,-119,False,-73,False,-23,21,-63,-169,4,46,-31,VertDyn2_HghtMstr7_Prog8_Birdseye_AL3.png
3,7,8,969,-234,-96,-138,False,-73,False,-23,21,-63,-169,4,27,-31,VertDyn3_HghtMstr7_Prog8_Birdseye_AL3.png
4,7,8,1063,-303,-92,-211,False,-72,False,-20,22,-63,-204,-16,9,-31,VertDyn4_HghtMstr7_Prog8_Birdseye_AL3.png
2,6,9,783,248,-18,266,True,-37,False,19,28,-39,84,63,119,-26,VertDyn2_HghtMstr6_Prog9_Birdseye_AL3.png
3,6,9,880,186,-18,204,True,-37,False,19,28,-39,58,46,100,-26,VertDyn3_HghtMstr6_Prog9_Birdseye_AL3.png
4,6,9,960,135,-33,168,True,-52,False,19,28,-54,58,29,81,-26,VertDyn4_HghtMstr6_Prog9_Birdseye_AL3.png
2,7,9,932,154,-69,223,False,-64,False,-5,16,-54,58,46,119,-26,VertDyn2_HghtMstr7_Prog9_Birdseye_AL3.png
3,7,9,960,135,-69,204,False,-64,False,-5,16,-54,58,46,100,-26,VertDyn3_HghtMstr7_Prog9_Birdseye_AL3.png
4,7,9,1057,73,-69,142,False,-64,False,-5,16,-54,32,29,81,-26,VertDyn4_HghtMstr7_Prog9_Birdseye_AL3.png
2,6,10,880,309,1,308,True,-19,False,20,53,-46,99,83,126,-26,VertDyn2_HghtMstr6_Prog10_Birdseye_AL3.png
3,6,10,987,238,1,237,True,-19,False,20,53,-46,69,62,106,-26,VertDyn3_HghtMstr6_Prog10_Birdseye_AL3.png
4,6,10,1075,182,-16,198,True,-36,False,20,53,-63,69,43,86,-26,VertDyn4_HghtMstr6_Prog10_Birdseye_AL3.png
2,7,10,1048,200,-57,257,False,-52,False,-5,37,-63,69,62,126,-26,VertDyn2_HghtMstr7_Prog10_Birdseye_AL3.png
3,7,10,1078,180,-57,237,False,-52,False,-5,37,-63,69,62,106,-26,VertDyn3_HghtMstr7_Prog10_Birdseye_AL3.png
4,7,10,1184,113,-57,170,False,-52,False,-5,37,-63,41,43,86,-26,VertDyn4_HghtMstr7_Prog10_Birdseye_AL3.png
2,6,11,824,238,3,235,True,-16,False,19,49,-39,91,28,116,-26,VertDyn2_HghtMstr6_Prog11_Birdseye_AL3.png
3,6,11,923,178,3,175,True,-16,False,19,49,-39,64,12,99,-26,VertDyn3_HghtMstr6_Prog11_Birdseye_AL3.png
4,6,11,1005,127,-12,139,False,-31,False,19,49,-54,64,-5,80,-26,VertDyn4_HghtMstr6_Prog11_Birdseye_AL3.png
2,7,11,981,143,-49,192,False,-45,False,-4,35,-54,64,12,116,-26,VertDyn2_HghtMstr7_Prog11_Birdseye_AL3.png
3,7,11,1009,126,-49,175,False,-45,False,-4,35,-54,64,12,99,-26,VertDyn3_HghtMstr7_Prog11_Birdseye_AL3.png
4,7,11,1108,64,-49,113,False,-45,False,-4,35,-54,38,-5,80,-26,VertDyn4_HghtMstr7_Prog11_Birdseye_AL3.png
2,6,12,912,321,-1,322,True,-21,False,20,50,-45,101,98,123,-26,VertDyn2_HghtMstr6_Prog12_Birdseye_AL3.png
3,6,12,1025,251,-1,252,True,-21,False,20,50,-45,72,76,104,-26,VertDyn3_HghtMstr6_Prog12_Birdseye_AL3.png
4,6,12,1119,193,-19,212,True,-39,False,20,50,-63,72,55,85,-26,VertDyn4_HghtMstr6_Prog12_Birdseye_AL3.png
2,7,12,1088,212,-59,271,False,-55,False,-4,34,-63,72,76,123,-26,VertDyn2_HghtMstr7_Prog12_Birdseye_AL3.png
3,7,12,1118,193,-59,252,False,-55,False,-4,34,-63,72,76,104,-26,VertDyn3_HghtMstr7_Prog12_Birdseye_AL3.png
4,7,12,1230,124,-59,183,False,-55,False,-4,34,-63,43,55,85,-26,VertDyn4_HghtMstr7_Prog12_Birdseye_AL3.png
2,6,13,811,172,-49,221,False,-48,False,-1,28,-45,82,25,114,-31,VertDyn2_HghtMstr6_Prog13_Birdseye_AL3.png
3,6,13,916,98,-45,143,True,-46,False,1,30,-45,45,6,92,-31,VertDyn3_HghtMstr6_Prog13_Birdseye_AL3.png
4,6,13,996,44,-58,102,False,-60,False,2,30,-59,45,-13,70,-31,VertDyn4_HghtMstr6_Prog13_Birdseye_AL3.png
2,7,13,965,63,-102,165,False,-75,False,-27,16,-60,45,6,114,-31,VertDyn2_HghtMstr7_Prog13_Birdseye_AL3.png
3,7,13,994,43,-100,143,False,-74,False,-26,17,-60,45,6,92,-31,VertDyn3_HghtMstr7_Prog13_Birdseye_AL3.png
4,7,13,1099,-31,-98,67,False,-73,False,-25,18,-60,10,-13,70,-31,VertDyn4_HghtMstr7_Prog13_Birdseye_AL3.png
2,6,14,814,259,-2,261,True,-17,False,15,47,-38,90,58,113,-26,VertDyn2_HghtMstr6_Prog14_Birdseye_AL3.png
3,6,14,916,197,-2,199,True,-17,False,15,47,-38,63,41,95,-26,VertDyn3_HghtMstr6_Prog14_Birdseye_AL3.png
4,6,14,995,148,-15,163,True,-30,False,15,47,-51,63,24,76,-26,VertDyn4_HghtMstr6_Prog14_Birdseye_AL3.png
2,7,14,969,165,-52,217,False,-44,False,-8,33,-51,63,41,113,-26,VertDyn2_HghtMstr7_Prog14_Birdseye_AL3.png
3,7,14,998,147,-52,199,False,-44,False,-8,33,-51,63,41,95,-26,VertDyn3_HghtMstr7_Prog14_Birdseye_AL3.png
4,7,14,1100,83,-52,135,False,-44,False,-8,33,-51,35,24,76,-26,VertDyn4_HghtMstr7_Prog14_Birdseye_AL3.png
2,6,15,898,314,-6,320,True,-22,False,16,48,-44,105,94,121,-26,VertDyn2_HghtMstr6_Prog15_Birdseye_AL3.png
3,6,15,1012,241,-6,247,True,-22,False,16,48,-44,74,71,102,-26,VertDyn3_HghtMstr6_Prog15_Birdseye_AL3.png
4,6,15,1102,183,-23,206,True,-39,False,16,48,-61,74,50,82,-26,VertDyn4_HghtMstr6_Prog15_Birdseye_AL3.png
2,7,15,1073,203,-63,266,False,-55,False,-8,32,-61,74,71,121,-26,VertDyn2_HghtMstr7_Prog15_Birdseye_AL3.png
3,7,15,1102,184,-63,247,False,-55,False,-8,32,-61,74,71,102,-26,VertDyn3_HghtMstr7_Prog15_Birdseye_AL3.png
4,7,15,1215,113,-63,176,False,-55,False,-8,32,-61,44,50,82,-26,VertDyn4_HghtMstr7_Prog15_Birdseye_AL3.png
2,6,16,852,291,-3,294,True,-18,False,15,45,-37,97,86,111,-26,VertDyn2_HghtMstr6_Prog16_Birdseye_AL3.png
3,6,16,971,189,-17,206,True,-25,False,8,43,-37,60,58,88,-31,VertDyn3_HghtMstr6_Prog16_Birdseye_AL3.png
4,6,16,1057,135,-30,165,True,-39,False,9,44,-52,60,36,69,-31,VertDyn4_HghtMstr6_Prog16_Birdseye_AL3.png
2,7,16,1026,154,-71,225,False,-55,False,-16,28,-52,60,58,107,-31,VertDyn2_HghtMstr7_Prog16_Birdseye_AL3.png
3,7,16,1054,137,-69,206,False,-54,False,-15,29,-52,60,58,88,-31,VertDyn3_HghtMstr7_Prog16_Birdseye_AL3.png
4,7,16,1163,66,-69,135,False,-54,False,-15,29,-52,30,36,69,-31,VertDyn4_HghtMstr7_Prog16_Birdseye_AL3.png
2,6,17,913,313,-5,318,True,-21,False,16,49,-44,107,93,118,-26,VertDyn2_HghtMstr6_Prog17_Birdseye_AL3.png
3,6,17,1030,241,-5,246,True,-21,False,16,49,-44,76,71,99,-26,VertDyn3_HghtMstr6_Prog17_Birdseye_AL3.png
4,6,17,1122,185,-21,206,True,-37,False,16,49,-60,76,50,80,-26,VertDyn4_HghtMstr6_Prog17_Birdseye_AL3.png
2,7,17,1090,206,-59,265,False,-52,False,-7,34,-60,76,71,118,-26,VertDyn2_HghtMstr7_Prog17_Birdseye_AL3.png
3,7,17,1120,187,-59,246,False,-52,False,-7,34,-60,76,71,99,-26,VertDyn3_HghtMstr7_Prog17_Birdseye_AL3.png
4,7,17,1236,117,-59,176,False,-52,False,-7,34,-60,46,50,80,-26,VertDyn4_HghtMstr7_Prog17_Birdseye_AL3.png
2,6,18,938,326,2,324,True,-20,False,22,48,-42,108,91,125,-26,VertDyn2_HghtMstr6_Prog18_Birdseye_AL3.png
3,6,18,1057,256,2,254,True,-20,False,22,48,-42,78,70,106,-26,VertDyn3_HghtMstr6_Prog18_Birdseye_AL3.png
4,6,18,1153,201,-14,215,True,-36,False,22,48,-58,78,50,87,-26,VertDyn4_HghtMstr6_Prog18_Birdseye_AL3.png
2,7,18,1119,221,-52,273,False,-50,False,-2,34,-58,78,70,125,-26,VertDyn2_HghtMstr7_Prog18_Birdseye_AL3.png
4,7,18,1269,133,-52,185,False,-50,False,-2,34,-58,48,50,87,-26,VertDyn4_HghtMstr7_Prog18_Birdseye_AL3.png
